frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2633431.789310,226318.000000,0.000000
4,4306184.724782,288919.000000,0.000000
8,3060929.898018,266581.000000,0.000000
16,3344016.983796,240822.000000,0.000000
32,2909377.984839,303951.000000,0.000000
64,3692648.265876,244925.000000,0.000000
128,3957008.813643,306443.000000,0.000000
256,5946874.976429,293629.000000,0.000000
512,4133173.463526,284896.000000,0.000000
1024,5048899.698141,292011.000000,0.000000
2048,4026912.168099,283145.000000,0.000000
4096,4832248.060923,201489.000000,0.000000
8192,3835746.342547,173686.000000,0.000000
16384,2001165.829946,131409.000000,0.000000
32768,10947382.271555,305030.000000,0.000000
65536,8523770.000136,240901.000000,0.000000
