frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2297960.346132,286708.000000,0.000000
4,3115975.885780,305842.000000,0.000000
8,2363296.328192,276356.000000,0.000000
16,2384681.140092,292874.000000,0.000000
32,4018722.782205,304459.000000,0.000000
64,3384124.761227,286516.000000,0.000000
128,3514110.849006,298596.000000,0.000000
256,5890372.047322,302809.000000,0.000000
512,3360326.040859,265651.000000,0.000000
1024,6070030.490915,302332.000000,0.000000
2048,4036169.682976,295117.000000,0.000000
4096,3454316.704308,293851.000000,0.000000
8192,5074165.299388,304816.000000,0.000000
16384,5420884.445223,224030.000000,0.000000
32768,3551897.883029,187003.000000,0.000000
65536,9388411.160368,247471.000000,0.000000
