frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2331624.931740,238657.000000,36304.012960
4,2703274.657349,296628.000000,2328.163439
8,2465185.532823,305035.000000,6332.000000
16,3245259.912591,302948.000000,68078.940613
32,4155706.027239,308881.000000,118889.719354
64,3750394.446416,296605.000000,103978.603924
128,4469546.806722,302020.000000,268734.968982
256,5455425.788938,299036.000000,461779.830496
512,4779347.331634,281411.000000,492233.266563
1024,5509376.180656,300485.000000,860507.742827
2048,5573951.141191,303206.000000,778431.104127
4096,5756079.404049,294182.000000,1439513.452843
8192,4294405.766497,219744.000000,1048339.393237
16384,7476634.830420,305418.000000,4182648.504659
32768,3964530.861772,298664.000000,1548796.746432
65536,8969677.453475,303264.000000,4862484.065991
