frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3065868.600971,300663.000000,37.188708
4,3077709.582235,291833.000000,56439.543611
8,2732129.910301,289175.000000,12545.626011
16,1976532.288958,241326.000000,16621.525201
32,3576855.464473,304967.000000,58187.108254
64,4571782.050910,293242.000000,198331.393234
128,4177969.961210,305787.000000,307112.961656
256,4391578.971599,306516.000000,188305.665496
512,4737992.553314,306863.000000,678701.309071
1024,3704847.132987,292512.000000,575691.423054
2048,5653386.735835,288019.000000,1216688.845293
4096,6678168.880122,304893.000000,1433780.439348
8192,2488087.777014,227871.000000,460768.648920
16384,3598725.195452,286810.000000,1202346.810402
32768,6895814.838660,277302.000000,1705809.657395
65536,4515396.975160,180496.000000,3409390.964936
