frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,514672.801338,14601.000000,44.045431
4,7277092.571796,127494.000000,15105.104071
8,2367162.958292,69448.000000,117753.561955
16,459482.328501,13460.000000,4880.040061
32,346901.111441,11956.000000,33042.249621
64,705024.882689,15513.000000,38843.180470
128,1318322.758289,34858.000000,116140.762194
256,410760.368466,13599.000000,26125.976920
512,10543140.011135,163483.000000,577793.009147
1024,3712044.719276,55836.000000,309483.488450
2048,251047.606794,7740.000000,66026.541232
4096,3794761.853406,75658.000000,1182961.339010
8192,1278179.869242,34777.000000,176539.362081
16384,587729.765509,12153.000000,339991.882344
32768,7227922.225435,156946.000000,512109.798237
65536,3551121.206595,51047.000000,2429887.602288
