frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,1109911.438731,22585.000000,8638.698397
4,1659086.344784,26930.000000,654.457027
8,860739.430222,15948.000000,15092.055393
16,817884.079256,15437.000000,30167.373502
32,746834.597997,14244.000000,47671.031644
64,1599096.123383,27318.000000,93792.523279
128,1770549.863820,23832.000000,143002.718992
256,1358092.422181,23322.000000,115530.960227
512,1332482.801470,22080.000000,38525.388278
1024,2064198.856482,41941.000000,164486.300141
2048,953222.663630,15929.000000,88097.109805
4096,382769.913021,8909.000000,84346.372400
8192,1134315.249573,25001.000000,440664.681377
16384,2998278.737218,50535.000000,583106.976751
32768,1079837.448983,23499.000000,301934.135478
65536,831426.294020,26337.000000,829778.951931
