frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,1421764.143707,27666.000000,21373.347609
4,839563.170574,12366.000000,41389.535574
8,1064781.765845,17928.000000,26994.552747
16,685660.447086,10905.000000,15775.436254
32,1084654.355191,21058.000000,73603.691762
64,542292.751619,10028.000000,21550.923901
128,795226.694976,16380.000000,29860.338612
256,757266.269867,18437.000000,37112.246106
512,297443.845847,7110.000000,34191.745393
1024,520895.117422,12091.000000,69406.669982
2048,2185021.878883,35914.000000,69692.714167
4096,2939531.787672,48953.000000,933019.242134
8192,1297113.082768,20130.000000,141921.908774
16384,270719.665937,7449.000000,85564.952562
32768,726312.976722,16659.000000,0.000000
65536,961156.441949,25368.000000,781144.762396
