frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,840110.674281,19692.000000,3198.849324
4,644392.663042,16199.000000,2386.074182
8,1157426.082107,25401.000000,288.792313
16,974430.801410,25922.000000,19.595918
32,8595679.147265,123993.000000,81.018516
64,2755371.531670,56285.000000,50608.365810
128,598654.906815,16213.000000,55593.737678
256,7859860.977368,91814.000000,626807.909223
512,7372650.041493,137731.000000,602914.985467
1024,5512920.255561,86357.000000,240958.634759
2048,812105.414940,15793.000000,8139.386279
4096,1293483.785614,35976.000000,17538.844090
8192,2879463.899769,51280.000000,1239369.943553
16384,1001412.542769,20090.000000,482199.596158
32768,806892.923437,20179.000000,89915.470087
65536,777458.027200,23219.000000,742447.027582
