frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,226353.235468,6323.000000,2353.051423
4,667388.878853,15515.000000,13625.334455
8,2060045.433908,30675.000000,35087.907176
16,2711391.658159,43131.000000,42210.202416
32,1442108.478426,21205.000000,84447.019042
64,1421681.022153,23560.000000,93099.977932
128,512303.850963,10169.000000,31367.284661
256,697473.152996,12760.000000,121846.094870
512,1067024.667618,18618.000000,65670.450067
1024,1349916.180291,23041.000000,119493.540177
2048,801491.509828,15387.000000,194343.009452
4096,2085562.953426,34107.000000,535529.136438
8192,652593.578063,19427.000000,212652.441206
16384,1699712.018653,28772.000000,786273.252951
32768,1557552.320809,28162.000000,334311.185553
65536,1113498.337191,18533.000000,589969.227285
