frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,606591.085249,12841.000000,4716.000000
4,427308.198440,6921.000000,6653.502010
8,411290.596219,7261.000000,4967.560468
16,324102.537235,6454.000000,3388.547772
32,703583.708809,10383.000000,8879.312079
64,942795.692437,15547.000000,33872.084125
128,1277014.018510,21961.000000,133543.572110
256,816773.357606,17702.000000,14144.182868
512,981359.121404,18437.000000,55853.898127
1024,1300740.585384,20997.000000,173472.721977
2048,1924181.425328,30093.000000,499480.862719
4096,945677.904599,22614.000000,49690.965537
8192,2424635.346887,38894.000000,1280603.299361
16384,706970.994686,15543.000000,92123.246241
32768,2480576.997884,46807.000000,225221.954365
65536,1737014.631164,30847.000000,1265657.909773
