frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,883369.829524,14176.000000,67.074585
4,549460.908692,8738.000000,6922.468779
8,497415.440975,9320.000000,2651.090908
16,302124.932827,6021.000000,8362.342614
32,225729.168454,4551.000000,9233.486611
64,689275.191362,11873.000000,37844.192144
128,1118030.926581,19229.000000,65081.587742
256,748410.587467,12055.000000,30482.128174
512,1254986.430270,20495.000000,65723.147764
1024,1305029.980624,21963.000000,144544.213731
2048,1702066.388858,27788.000000,386506.668825
4096,918168.352937,17042.000000,210651.043546
8192,3050993.006050,51807.000000,1100119.005020
16384,2885407.680299,51371.000000,2196344.419284
32768,2014321.384238,31958.000000,1042169.953512
65536,1041766.553887,29196.000000,1040392.935245
