frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,999099.020857,26926.000000,10294.890917
4,5142786.765464,82494.000000,33287.366447
8,17990040.728160,215244.000000,744167.277397
16,1382429.383815,27256.000000,24006.546024
32,3272985.695042,55932.000000,59875.751661
64,4888568.395431,69599.000000,282159.719354
128,422229.840521,13700.000000,952.209011
256,1092582.837901,36894.000000,14217.947707
512,4031921.744545,60518.000000,612594.866061
1024,3899459.688879,75082.000000,349795.102118
2048,3848083.214016,85772.000000,1034128.793756
4096,1007912.307486,29684.000000,451.256025
8192,1381388.095284,27585.000000,408336.008962
16384,597309.116030,14022.000000,238652.094386
32768,260702.989711,7238.000000,107926.782547
65536,836367.142471,20875.000000,678367.535907
