frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,2069145.597874,47285.000000,83.228601
4,928868.623603,22958.000000,33.570821
8,3165638.414167,54358.000000,85339.587250
16,748525.949735,13605.000000,30300.394717
32,4136846.837284,52925.000000,207381.857140
64,2445318.451766,43903.000000,193783.130174
128,436807.396645,11000.000000,33704.721019
256,2137682.108994,43823.000000,188933.133815
512,317958.387625,10743.000000,23456.942426
1024,5645659.781276,80160.000000,41738.255342
2048,2162708.283612,32359.000000,301868.098353
4096,642553.554801,20632.000000,290790.291985
8192,1927615.360012,35205.000000,280864.503581
16384,2506074.824903,38869.000000,179790.762455
32768,2355083.159736,54339.000000,1874850.939772
65536,1417880.082689,31412.000000,1044241.615465
