frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,115056.153273,3958.000000,3900.675839
4,1106483.660382,30648.000000,84082.532169
8,483906.934380,13989.000000,28670.934673
16,1968121.172347,40843.000000,1725.120575
32,1861433.015956,33990.000000,44894.745216
64,2685316.533851,39712.000000,2184.258684
128,3276889.184279,44513.000000,131548.013869
256,870298.952559,25514.000000,27348.826958
512,2930781.602875,49098.000000,88025.651756
1024,566337.672528,15627.000000,73431.037934
2048,1658973.493744,28451.000000,282800.973842
4096,841187.404732,24279.000000,11082.505177
8192,1188432.521997,20973.000000,633735.750379
16384,2883682.173630,46726.000000,507125.371860
32768,275666.870817,7314.000000,158660.653412
65536,472617.116800,11645.000000,355741.195105
