frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,999392.817749,28394.000000,8287.288218
4,800657.707624,21195.000000,13293.224440
8,2663519.988566,45985.000000,54415.182091
16,656432.575260,24866.000000,104.814121
32,6504769.920718,79878.000000,175177.326592
64,670318.887784,16782.000000,58337.774186
128,1211238.616876,24223.000000,50669.453066
256,1387505.858784,26208.000000,9392.396659
512,1969869.032320,29651.000000,219403.213406
1024,1158756.124695,22216.000000,169805.948792
2048,675646.521214,15572.000000,26931.356446
4096,391867.097795,11301.000000,51594.694853
8192,6079018.556074,97817.000000,1367274.311457
16384,1175682.117079,31749.000000,107875.959161
32768,449146.572932,12261.000000,326011.076919
65536,268415.881833,7572.000000,0.000000
