frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,1260013.208700,19766.000000,12493.910237
4,514009.125831,12222.000000,25603.486520
8,668830.577443,10693.000000,10757.721413
16,693684.668847,11925.000000,12149.808023
32,1141625.505177,16135.000000,43505.928918
64,1366147.117395,23169.000000,81744.861092
128,1776897.023160,25503.000000,121553.454517
256,624560.811456,10668.000000,61942.748090
512,682999.446259,17775.000000,73226.908633
1024,1144634.288684,17996.000000,117813.445599
2048,1174246.871461,23989.000000,69635.801539
4096,449411.301062,11200.000000,249518.252709
8192,1245729.365957,18899.000000,323891.631641
16384,1257461.373248,31955.000000,1082787.872380
32768,3108685.110479,56524.000000,2589627.915047
65536,1652630.596472,25567.000000,514512.493569
