frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,289240.636032,6615.000000,4353.483318
4,863317.695116,13780.000000,11943.585349
8,389454.328787,6802.000000,14978.261515
16,833083.887720,13100.000000,37108.157499
32,896904.444381,13803.000000,41002.972295
64,962044.771387,17740.000000,49937.422901
128,1410746.814182,23573.000000,95485.275064
256,787318.727304,15513.000000,29291.846374
512,1045887.620983,20347.000000,168065.845406
1024,1173949.598323,23287.000000,274976.585690
2048,599932.419082,11521.000000,28553.080744
4096,1501778.563739,28123.000000,567599.320402
8192,1596970.472792,25463.000000,479490.672634
16384,1422736.514700,27209.000000,658480.226181
32768,1145379.132364,19282.000000,432441.070065
65536,3903823.304138,71985.000000,1712696.443173
