frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,532270.372438,8667.000000,3802.094423
4,1123199.541632,16490.000000,21770.320002
8,938660.169924,13729.000000,20358.841716
16,1320898.263322,23851.000000,53187.427340
32,740476.156012,10125.000000,31196.628424
64,925650.471587,15765.000000,54566.367141
128,956719.209757,20341.000000,15085.741447
256,1025732.072048,13129.000000,93286.763997
512,1123149.023207,19197.000000,128406.394241
1024,1099738.250903,18367.000000,99571.192661
2048,2305941.465936,37329.000000,349227.932962
4096,1925419.623569,28801.000000,190865.720390
8192,744148.043515,19879.000000,443310.933756
16384,304731.493010,8556.000000,86782.726323
32768,1100648.227973,26048.000000,722781.808418
65536,87054.372722,5532.000000,77169.486275
