frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,921380.022921,15662.000000,12703.000000
4,260380.825976,5251.000000,5979.942725
8,475524.459543,7403.000000,9498.380125
16,700038.489845,12896.000000,11859.780479
32,701502.916924,15701.000000,21134.451377
64,969291.432653,17041.000000,47437.307301
128,1043831.233037,20182.000000,82293.247493
256,802781.006096,13774.000000,22254.136245
512,1089749.918680,23092.000000,73154.707764
1024,791477.647935,13551.000000,139681.481786
2048,1131511.248464,19287.000000,233248.943247
4096,815420.774830,15232.000000,47866.657268
8192,992092.156070,16780.000000,244134.518454
16384,566919.704931,10394.000000,256946.692372
32768,1354972.821798,22172.000000,514250.783009
65536,3642349.465787,56171.000000,2222985.869033
