frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,538462.780465,8461.000000,11817.475450
4,416983.761064,8541.000000,14778.272362
8,1281823.795913,24731.000000,22688.421496
16,833087.586506,13380.000000,12121.652239
32,594853.821254,11336.000000,14616.066673
64,314546.673901,9631.000000,13139.193126
128,1210929.006885,23013.000000,60922.428998
256,1739091.434727,27228.000000,14242.461936
512,1881670.562990,31493.000000,260049.115021
1024,536165.304955,11024.000000,54826.921626
2048,1415137.185674,23888.000000,192600.803150
4096,1552370.332318,24486.000000,194895.808441
8192,3345034.531239,57357.000000,359038.236096
16384,1819431.491659,40052.000000,229984.466310
32768,1541251.127529,26248.000000,508235.985718
65536,4325858.736854,66499.000000,2909786.391617
