frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,493318.050460,8902.000000,13253.086169
4,389544.944802,7839.000000,7180.152923
8,633461.705469,13938.000000,3887.972865
16,1563000.644993,24300.000000,30442.847896
32,1577476.067154,26964.000000,1185.964586
64,1143840.835537,20021.000000,30964.591455
128,2157391.325138,36040.000000,150936.217433
256,601700.951704,12384.000000,36182.773208
512,513446.777202,13688.000000,117890.110891
1024,1100638.024304,20807.000000,109636.508979
2048,837209.422019,15172.000000,150984.864801
4096,658434.133152,16258.000000,170074.852471
8192,1615674.475998,34780.000000,886180.478343
16384,2902393.794489,55821.000000,2358310.038329
32768,1667253.799159,33677.000000,1020042.977493
65536,1210472.582420,24728.000000,414844.059262
