frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,434591.227372,8910.000000,14573.427394
4,4348944.800430,75831.000000,162979.351109
8,979663.350553,18241.000000,6210.000000
16,599315.858621,13748.000000,23221.069140
32,1121415.602254,18613.000000,43757.568705
64,523538.903995,11738.000000,25695.259037
128,1757722.741008,32106.000000,7271.194950
256,3323609.870553,47284.000000,322606.703498
512,282074.736747,7968.000000,14392.494120
1024,2278978.468906,45440.000000,139214.291975
2048,2558483.689709,36801.000000,383444.820833
4096,2840625.788724,63654.000000,57620.454615
8192,1901031.707279,33705.000000,314436.238490
16384,965813.223228,20216.000000,13018.129436
32768,1723091.418442,25331.000000,1002132.086411
65536,3762919.253991,80884.000000,1836274.841996
