frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,1269842.199283,21893.000000,22166.500423
4,606895.622243,10564.000000,13402.099985
8,953064.686238,16910.000000,24764.806117
16,372780.506612,7628.000000,21061.609886
32,602036.461866,11844.000000,20617.845353
64,271915.338806,6471.000000,4890.904824
128,784942.933708,13502.000000,41770.832850
256,1023474.726870,20174.000000,124012.638715
512,803866.327674,14279.000000,8724.683719
1024,1516381.923119,29964.000000,330530.914908
2048,1644120.204991,27284.000000,437997.668470
4096,3090694.691711,45845.000000,348697.697731
8192,259432.384087,7127.000000,27722.990658
16384,487722.505138,9867.000000,108896.722177
32768,2316525.560991,35235.000000,458613.726410
65536,2097611.879973,45676.000000,2016048.971191
