frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,507016.092692,11759.000000,11955.665979
4,349210.488412,8261.000000,62.888791
8,982500.895176,18069.000000,2018.431569
16,664332.394106,11980.000000,3331.158957
32,526144.191521,9484.000000,28346.904011
64,338965.580582,10356.000000,5453.829572
128,1021344.840925,14226.000000,43066.272639
256,660279.996309,15646.000000,3185.624899
512,2388211.456736,42084.000000,288554.705047
1024,2109338.593189,29911.000000,401892.083969
2048,1420705.895538,31157.000000,306354.428347
4096,1574408.924724,33670.000000,577733.341030
8192,726045.297554,16003.000000,114462.965168
16384,1585358.469855,36642.000000,1401961.920477
32768,4364245.836517,71077.000000,1922238.992293
65536,1898411.785355,32471.000000,1122255.597901
