frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,6125436.148482,124369.000000,116717.905649
4,6163631.016376,118420.000000,72438.142501
8,3461061.342403,62858.000000,4677.031751
16,1786806.200199,27542.000000,186.461792
32,486656.790760,14874.000000,1368.192238
64,6289310.540694,103382.000000,352872.728246
128,5434450.760271,94249.000000,52292.380535
256,1098684.984973,24431.000000,20857.856122
512,1206890.310823,25990.000000,3123.420081
1024,2016468.294447,41839.000000,33461.855134
2048,1530588.582531,24830.000000,248650.321797
4096,365555.961393,12778.000000,87866.728117
8192,369825.613154,9111.000000,41015.543554
16384,7360275.257626,111650.000000,1573613.703965
32768,830622.935362,23897.000000,269873.479999
65536,3145990.239041,58130.000000,1696097.603414
