frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,345641.546561,9062.000000,10214.060799
4,1402556.385233,26148.000000,14888.536597
8,1021467.097026,19378.000000,25449.009234
16,794393.904128,15957.000000,46245.299426
32,890930.228174,31599.000000,601.511430
64,407135.929820,14006.000000,3515.166141
128,2392386.114131,44350.000000,2627.083554
256,363795.354107,10312.000000,18307.669813
512,548812.510796,13326.000000,37761.416697
1024,365675.184903,8474.000000,67385.050182
2048,431616.543394,9903.000000,106925.200098
4096,1029634.887922,17559.000000,184219.567299
8192,1591251.612021,40701.000000,218604.234147
16384,2812200.640951,49780.000000,1948868.784434
32768,3737620.563598,70152.000000,1438785.891563
65536,3160923.013419,69502.000000,3159642.374827
