frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,394059.907237,14266.000000,8759.613633
4,1890384.115992,40342.000000,45995.274518
8,353655.713252,11647.000000,23774.794889
16,3161093.628102,45285.000000,111087.747398
32,261128.122467,10323.000000,3740.695524
64,555121.427490,14410.000000,451.021064
128,960268.231149,25284.000000,31976.799746
256,212677.087076,7377.000000,1352.955653
512,385127.009309,13815.000000,13666.054112
1024,1917327.016346,49189.000000,24993.385465
2048,6055819.148405,165676.000000,35727.417931
4096,534241.318849,18002.000000,15352.406880
8192,628809.037413,21858.000000,44438.032934
16384,895701.802326,20363.000000,243876.025107
32768,884100.115622,19752.000000,317330.100600
65536,5252873.300126,127956.000000,1773566.000182
