frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,557036.982235,9989.000000,13091.785249
4,809983.405284,13104.000000,22982.004852
8,1242175.927385,23813.000000,38104.968219
16,1379658.925183,20574.000000,25957.095793
32,663323.593475,10801.000000,1983.331793
64,722388.495462,13608.000000,19870.335805
128,1994336.484397,31488.000000,130300.885799
256,1298886.859751,19738.000000,1603.401385
512,394430.473143,8164.000000,4958.937185
1024,1699653.899048,31486.000000,167703.197874
2048,728852.139511,14577.000000,216455.314331
4096,1049613.265287,16961.000000,187150.667063
8192,1625834.459799,33690.000000,1051437.737540
16384,3300066.928085,50733.000000,922897.477077
32768,750890.632399,15589.000000,331057.242099
65536,2384663.567375,42199.000000,686583.332605
