frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
4096,1546853.175275,1593234.707321,1378942.187307,1081326.893824,858353.145039,109688.826373
32,441216.746529,448713.243945,266783.670919,135137.979214,51135.747447,45476.786144
256,135873.661222,106658.504963,65743.012762,43297.724640,47299.848573,42386.271988
64,671201.532681,437595.767974,209634.301365,125698.855214,145565.768332,64979.983126
1024,157866.874100,135996.247393,108320.674158,92125.523705,104352.596125,65689.533192
8,1512878.873029,1271848.983518,338174.271612,96169.378182,96743.223411,96053.067083
2048,613274.303590,512298.439089,413627.224293,93265.338015,91798.913485,91511.761796
8192,524241.198226,469119.835198,489791.279936,448191.191656,249631.966935,140131.415407
128,620132.236856,401029.177384,168269.835909,60355.566189,60262.499616,60249.291822
2,1997228.199246,1220509.000794,79166.678255,79810.875424,80028.003249,79183.269382
512,949185.742078,802247.894907,573724.514270,191486.033940,90296.778060,88994.611393
16,315004.895045,89569.491508,48347.476656,48189.832278,48505.089238,48104.895780
65536,1472686.119834,1154793.179705,879668.076724,554331.962458,432093.561173,485304.203037
32768,780210.383518,779715.944233,766844.874899,733291.623902,638347.563635,709768.886121
4,523308.464053,464225.982790,109913.940936,57839.802394,57847.402630,56990.083874
16384,1299699.184037,1147437.356505,1070896.604213,1124817.960638,659862.140204,189105.977195
