frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
2048,260118.259763,122190.217239,47485.303684,47491.129003,47473.351957,47498.517082
8,46426.766568,32383.066223,32422.500783,32460.669278,32425.923657,32430.637043
65536,366767.486094,329794.868714,61438.359044,61460.887148,61471.725688,61456.424367
4,75185.689569,46857.001963,32708.986533,32700.082599,32724.650861,32716.408819
32,39914.901653,33872.116999,33861.539791,33856.671927,33875.637588,33876.663000
1024,90869.960708,43316.149217,43371.175036,43309.257786,43323.812355,43346.744745
4096,513037.078444,175195.060809,78803.311149,82743.148514,82688.392112,78782.914410
16384,339522.190076,103217.779665,103211.360760,103229.177227,103178.781273,103217.700076
512,158493.104639,39765.682781,39740.156215,39753.507380,39755.344697,39744.857164
128,125793.007910,47857.746729,47941.284119,47841.157919,47942.674352,47868.433294
64,47761.971599,41560.889403,41554.594343,41549.442704,46682.700586,37289.032235
256,463734.476523,330205.188799,54998.511689,54828.674806,220479.509973,54996.168321
32768,558280.636813,286125.484426,89988.237037,90019.548188,89988.069065,90371.053563
2,688792.143980,71668.040883,71672.041041,71689.208588,71696.485123,71659.206659
16,296748.766897,64417.055614,60842.849144,60843.298941,64744.457871,60863.463186
8192,1516379.667225,766726.597100,214687.160843,214757.791586,214757.286642,214753.506949
