frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
1024,280900.401689,54173.456157,54175.756312,54137.188669,54127.081179,54169.680856
2,50174.058028,27400.262791,27404.446154,27619.844424,27398.247225,27401.077935
8,121053.201453,35272.409572,35244.800609,35241.636597,35241.045600,35235.217865
64,175439.779412,33681.742116,33653.626283,33922.079771,37018.952686,33638.713159
256,62325.161725,41525.453194,41542.067895,41544.941353,41546.626012,41539.889733
4096,578990.132112,73361.963394,73372.153212,73355.453587,73377.289477,73356.004635
32,238706.187884,45413.563481,45407.117151,45405.631347,46334.569557,45405.974552
128,546746.288943,88008.293780,87936.675523,87991.021741,92797.343216,88057.509720
8192,137127.571214,81235.169711,60204.326954,60240.194546,60240.444578,60208.613586
65536,160839.900712,93095.486534,93109.934330,93112.042030,93120.519522,93125.800362
32768,308195.483027,224023.129578,54977.052449,54954.491172,69460.691682,54944.361148
4,184312.709985,52284.697436,52334.746144,52267.135439,52300.946406,52280.005786
16384,213187.492942,82380.869885,82379.237020,82261.275361,153175.728978,82252.446845
512,78294.372901,56315.995623,44240.402134,44257.776187,52440.805896,44237.377646
16,74207.408141,61311.671996,60255.308380,67978.393994,67973.521757,39389.481299
2048,3278569.811464,171866.944760,171897.883501,172041.660891,172007.864268,172015.449338
