frequency,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
1024,101918.516134,520781.474084,109017.900530,101939.205088,101928.851446,101917.231934,26746.000000,26746.000000,26746.000000,26746.000000,26746.000000,26746.000000
512,83406.488525,120778.401794,120795.321635,83396.937654,82345.931703,82476.400588,25185.000000,25185.000000,25185.000000,25185.000000,25185.000000,25185.000000
16384,266589.795180,212101.911307,240763.980286,244018.095063,267641.311282,266586.989836,39778.000000,39778.000000,39778.000000,39778.000000,39778.000000,39778.000000
32,87418.049361,87218.378000,87178.598205,87421.392702,87205.993091,87206.360674,19265.000000,19265.000000,19265.000000,19265.000000,19265.000000,19265.000000
2,67219.468177,67255.601834,67242.735875,67242.777910,67237.633421,67196.470361,15993.000000,15985.000000,15985.000000,15977.000000,15992.000000,15991.000000
16,70188.875401,82946.338129,70182.207781,83324.834239,70484.971526,70488.845891,25928.000000,25928.000000,25928.000000,25928.000000,25928.000000,25928.000000
256,129830.271278,606695.711807,129048.947749,129016.185822,129136.657232,128993.959599,27600.000000,27548.000000,27615.000000,27581.000000,27565.000000,27610.000000
4096,152415.215677,234299.897554,235021.106642,152403.490521,152422.279759,152423.330534,20118.000000,20118.000000,20118.000000,20118.000000,20118.000000,20118.000000
32768,367017.009030,1041758.875931,1088322.304458,923391.011507,367026.080569,367023.796685,27419.000000,27761.000000,27761.000000,27761.000000,27417.000000,27427.000000
128,83428.606593,168220.289279,83212.199256,83273.484189,83300.712314,83409.360356,16445.000000,16447.000000,16417.000000,16437.000000,16413.000000,16436.000000
2048,118884.776923,147209.979855,121011.113771,118940.385210,118920.288467,117793.816506,24932.000000,24932.000000,24932.000000,24932.000000,24932.000000,24932.000000
65536,149352.019203,149330.447307,149523.685666,149377.596935,149556.914518,149360.996190,31779.000000,31768.000000,31751.000000,31772.000000,31768.000000,31755.000000
8,103806.959415,103777.311143,103870.877882,103772.875782,103960.868220,105669.568036,43012.000000,43012.000000,43012.000000,43012.000000,43012.000000,43012.000000
8192,211535.481705,235250.923677,262754.187523,238812.308646,211530.051038,211522.408789,15361.000000,15361.000000,15039.000000,15302.000000,15361.000000,15361.000000
4,137394.636846,208582.590949,105377.908487,137390.086364,137386.555157,137382.723510,13880.000000,13880.000000,19432.000000,13880.000000,13880.000000,13880.000000
64,104990.791749,110423.270509,105019.774195,105025.910608,105026.022247,105021.996496,25272.000000,25244.000000,25268.000000,25271.000000,25262.000000,25252.000000
