frequency,RFDynamic_njobs100_mode0_L2_norm_flow_time,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode8_L2_norm_flow_time,RFDynamic_njobs100_mode16_L2_norm_flow_time,RFDynamic_njobs100_mode0_maximum_flow_time,RFDynamic_njobs100_mode1_maximum_flow_time,RFDynamic_njobs100_mode2_maximum_flow_time,RFDynamic_njobs100_mode4_maximum_flow_time,RFDynamic_njobs100_mode8_maximum_flow_time,RFDynamic_njobs100_mode16_maximum_flow_time
512,104363.604868,2045979.401865,104287.711654,104288.967571,104304.136788,104321.848114,98291.000000,98291.000000,98291.000000,98291.000000,98291.000000,98291.000000
256,31791.063681,82427.905445,31733.040447,31736.887544,31757.838292,31736.606277,10860.000000,10268.000000,10860.000000,10860.000000,10860.000000,10860.000000
2,28980.995825,29732.366102,29037.849834,28978.855826,28955.788834,29162.681770,6448.000000,6459.000000,6441.000000,6440.000000,6374.000000,6441.000000
64,51758.087967,371776.199424,51740.053382,51773.903339,51739.696646,51815.726792,21257.000000,20149.000000,21257.000000,21257.000000,21257.000000,21257.000000
2048,53177.495099,214077.129295,125072.191202,53199.787208,53174.726346,53193.571491,16662.000000,16662.000000,16662.000000,16662.000000,16662.000000,16662.000000
16384,188961.209485,1465317.279178,536531.585110,188994.290136,189121.221107,189132.392326,133479.000000,133462.000000,133479.000000,133479.000000,133479.000000,133479.000000
16,66389.034516,266719.296047,66611.290657,66346.982162,66343.122258,66334.829049,27582.000000,27582.000000,27582.000000,27582.000000,27582.000000,27582.000000
32768,47780.048388,171516.805646,47781.517400,47781.145895,47783.693871,47781.977125,20555.000000,20555.000000,20555.000000,20555.000000,20555.000000,20555.000000
128,243566.686255,243807.432877,243556.629464,243561.872837,243567.298279,243561.958778,241058.000000,241058.000000,241058.000000,241058.000000,241058.000000,241058.000000
32,45283.038690,385568.917526,230347.408240,45295.721630,45278.504337,45245.859766,25956.000000,25956.000000,25956.000000,25956.000000,25956.000000,25956.000000
8192,55944.196607,245695.353098,139095.393425,144868.523334,55941.208737,55946.469504,19281.000000,19281.000000,19281.000000,19281.000000,19281.000000,19281.000000
8,50855.325631,745042.760835,475826.929866,50790.662104,50759.188922,50728.372042,26548.000000,34484.000000,31632.000000,26548.000000,26548.000000,26548.000000
4096,66422.501722,351658.895020,189328.331322,146724.950009,66177.241995,66223.230448,24697.000000,23844.000000,24697.000000,24697.000000,24697.000000,24697.000000
65536,106784.532794,176426.754765,132203.491350,106791.898564,106800.005679,106788.868137,14906.000000,14906.000000,14906.000000,14906.000000,14906.000000,14906.000000
4,37825.332028,112824.524759,59084.010434,37713.043844,37821.500393,37818.913800,9905.000000,9905.000000,9905.000000,9905.000000,9905.000000,9905.000000
1024,262348.550192,1306983.315107,595067.122811,262356.633118,262308.474634,262334.783910,242818.000000,242818.000000,242818.000000,242818.000000,242818.000000,242818.000000
