frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
32,324682.029076,249343.615794,76892.497326,57154.686842,57512.085052,47813.418002
16,300019.849382,211854.427417,127757.296582,57651.034960,41984.455385,41928.680804
1024,294585.475888,267620.460830,176526.395536,129761.447318,76656.317815,75206.890256
128,126701.069064,44792.553968,37802.715008,41622.187521,42014.489275,35806.722749
64,616249.123949,479281.952229,352651.964112,65621.936058,75672.991490,63701.172823
8192,363135.793002,328472.150504,337731.665104,104343.635541,104029.649947,84050.264699
65536,532938.039729,373714.655518,230254.820314,230579.736033,250178.136227,230662.377535
8,408929.651407,258251.442761,165511.922824,76170.699006,53556.757435,48702.642495
16384,405315.597149,344466.096018,261398.452559,285355.058900,159171.144467,102715.272107
512,1649716.701111,1280773.545911,748508.808390,96410.112001,514971.314269,85230.742235
4,1569337.852032,1425929.548993,784412.144648,136425.022338,151277.732472,136433.414148
256,252427.590037,178464.175189,101777.410588,98145.714710,47529.362062,47245.719531
2,132786.521432,94980.898169,60742.787012,35742.951207,63253.830303,35747.983538
4096,2164315.364053,1880825.425328,1489213.953952,1066387.989721,355889.885379,170030.925275
2048,1285478.045008,1292868.105227,814063.612031,450874.148787,107826.046552,105804.908053
32768,596818.849487,324566.256894,293890.188383,307080.459712,306936.273358,327170.557794
