frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
2,219603.216479,198697.426219,144015.513421,93099.072691,47381.462440,46679.532303
4096,512258.069256,507133.097228,485872.631386,442364.787918,307619.708445,117393.372500
16,418079.785005,366444.103148,300354.977585,183610.329110,61104.166036,56184.593395
1024,521923.123575,513438.253453,445247.243229,334629.472279,191009.624705,80955.844465
2048,974035.210248,991408.778610,773256.523279,299789.228586,209178.899782,209723.257625
64,344442.099844,262493.833602,228521.563982,137814.448633,72210.277994,58214.822039
32,562691.154131,552810.166051,513367.610587,452451.885823,376455.614433,56908.167410
8,514792.776425,427678.716140,313827.719937,211399.057552,92308.876280,52938.955156
16384,318894.671410,268585.387034,227476.759283,225482.255734,141506.409236,138788.246127
65536,734086.321299,718565.195815,723399.713393,696061.023402,721033.215139,631090.254419
32768,1394392.777643,1375466.746389,1390464.874487,1443876.747117,1508622.902418,1664298.735830
512,522511.963129,467828.525907,310735.547674,276974.209050,249666.724062,79188.869534
128,743660.279492,651613.559756,391529.673583,238743.040682,177719.295542,83382.223261
256,886269.234353,801712.101162,616085.651115,491268.113158,371921.700943,82026.428229
8192,1178612.512411,1178004.416878,1107488.260393,1058354.765765,1102430.474532,192427.569394
4,684178.486180,566769.233911,491651.623565,292390.466325,122673.974966,68779.874549
