frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
1024,176356.098364,41736.998299,41732.848501,41744.070645,41921.874064,41774.836457
4096,321097.658389,208957.232086,40701.769962,40701.278923,77484.202106,40709.499174
65536,287157.440668,74383.970720,74068.917644,74420.031725,74017.679091,74050.356015
2,561243.115552,200917.877803,72830.888722,72744.390574,72868.856029,72739.241699
256,116703.936592,61991.772349,51219.256057,51201.125701,51229.378105,51222.036644
16384,435895.530810,97456.441860,97393.844025,96933.852069,96959.721808,96921.355026
8192,470623.552699,80766.023865,80742.907007,80460.570275,80763.247180,80727.500382
32,163769.835257,57704.604704,39691.044985,39712.407721,40105.548045,39738.675016
32768,463192.787501,82961.487173,82979.044511,83546.388869,83303.897652,83303.308428
2048,235430.412991,49630.832101,49656.368715,49569.738218,49666.682293,49618.723845
512,202288.894277,52887.675691,52879.525537,52881.659278,52877.982479,52879.063418
8,89269.776862,32981.929659,32976.244252,32981.657296,32971.394117,32966.492716
4,248036.695989,55505.822613,55458.510618,55447.984093,55340.239194,55532.987323
128,213472.118901,57921.218211,57862.133827,57888.694578,59554.249983,57863.421356
16,582002.425040,57525.228970,57471.275912,57556.195731,57485.389848,57548.027655
64,1099190.705717,934289.947656,171152.524609,171085.283338,171105.779411,170006.247665
