frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
8192,298904.730970,136371.477073,65881.693155,65856.858868,65839.358859,65876.309869
2,108535.471151,62886.165450,35790.038963,35807.288266,35787.269874,35813.218928
32768,143149.378664,85702.108720,53311.173576,53289.705338,53276.117792,53301.350077
512,373904.312881,323286.370565,75358.954584,75376.212421,75389.999224,74326.578005
32,359866.315924,51198.431109,51219.986119,52874.102271,52870.490210,52830.318776
64,147754.902047,67531.683468,39762.585127,39775.166599,39785.984668,39955.072832
8,133500.488632,87411.653874,66755.982788,66888.223956,66892.513183,66781.204459
2048,389990.541134,118857.864422,118790.909884,118868.324687,133961.793475,118825.046606
16,337959.874451,77077.452423,75806.498818,75874.963255,75845.110271,75863.950899
1024,229540.952710,93023.202477,93004.947621,93015.084115,93889.884785,93476.295856
4096,512913.020104,220601.449218,77685.911322,77698.310226,78110.127788,77660.662751
256,170218.850554,178968.043505,49897.021665,50112.270703,50126.844016,49891.703368
65536,241018.642688,79677.625749,79099.450491,79098.552408,79939.374291,79698.521335
128,547524.184732,310418.048747,83853.471848,83833.353297,84167.209720,83842.493075
4,1057825.880037,109714.082068,109781.791204,109776.385525,109830.168733,109662.712628
16384,577766.824577,403544.946186,185114.061462,185129.181995,185381.842768,185389.041494
