frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
256,390048.661567,88556.104770,87749.131335,87743.359629,89315.293103,87728.522175
64,410091.921635,244883.820968,56107.032884,56108.881810,56099.289077,56095.635142
16,237426.377145,69382.129378,69313.559121,69312.559814,73443.193361,69333.271580
8,186992.072265,63398.336264,42335.448822,42320.149397,42321.569737,42467.870797
1024,323459.860966,229831.710151,226941.084705,68971.222274,69825.151278,69045.312629
128,62777.798257,40928.888270,40940.305544,40929.777632,40944.451089,40928.621624
32,224672.905856,81883.729287,81099.733619,81087.675500,81155.494133,81089.372904
4096,661254.569611,322471.823397,78907.441880,88323.128738,98211.533019,78899.800050
32768,410929.984693,308200.644842,208997.485353,169923.925461,170204.151260,166996.987087
2048,420879.869411,90819.924906,90811.138381,90810.453501,90778.754568,90812.725920
8192,431850.217851,169693.884044,101504.657208,101518.909386,106727.334151,102092.803953
65536,513623.937100,295421.574507,150483.172053,156530.379595,156540.303456,150502.239777
2,49603.992995,40111.467263,36886.603313,36897.570462,36906.937966,36893.812788
512,1261652.151254,597634.758827,374455.168568,68822.943631,72016.580091,68673.862204
4,128616.246291,97508.545446,37945.024351,37956.841952,38019.469525,37957.717647
16384,578676.598467,364962.093118,70119.497980,92724.387493,110658.762789,68054.583196
