frequency,RFDynamic_njobs50_mode0_L2_norm_flow_time,RFDynamic_njobs50_mode1_L2_norm_flow_time,RFDynamic_njobs50_mode2_L2_norm_flow_time,RFDynamic_njobs50_mode4_L2_norm_flow_time,RFDynamic_njobs50_mode8_L2_norm_flow_time,RFDynamic_njobs50_mode16_L2_norm_flow_time,RFDynamic_njobs50_mode0_maximum_flow_time,RFDynamic_njobs50_mode1_maximum_flow_time,RFDynamic_njobs50_mode2_maximum_flow_time,RFDynamic_njobs50_mode4_maximum_flow_time,RFDynamic_njobs50_mode8_maximum_flow_time,RFDynamic_njobs50_mode16_maximum_flow_time
8192,47555.019272,80212.492057,56480.241085,48089.836307,47574.700010,47540.903315,5973.000000,5973.000000,5973.000000,5973.000000,5973.000000,5973.000000
32,30270.826500,141022.972937,60318.362569,30263.231800,30266.347897,30262.680995,10030.000000,10030.000000,10030.000000,10030.000000,10030.000000,10030.000000
128,29264.503669,146341.425167,77970.209709,30692.175094,29199.407905,29216.307621,9365.000000,9365.000000,9365.000000,9365.000000,9365.000000,9365.000000
64,40278.308952,448772.524170,288955.474895,105416.748892,40292.972179,40299.215439,18018.000000,19216.000000,18018.000000,18018.000000,18018.000000,18018.000000
4096,54656.642762,416394.464264,232802.437998,106439.372400,54458.015985,54433.289777,14533.000000,14572.000000,14488.000000,14533.000000,14533.000000,14533.000000
1024,42425.545995,406942.769072,199362.863606,89565.476094,42443.053802,42440.706521,13585.000000,14848.000000,13632.000000,13609.000000,13634.000000,13589.000000
512,67346.065542,673639.224633,376891.187262,67336.674606,67340.817110,67267.128763,24961.000000,27435.000000,27435.000000,24891.000000,24925.000000,24873.000000
16,34412.698950,236149.351485,130610.499165,67057.349083,34209.004604,34215.808495,10884.000000,10884.000000,10884.000000,10884.000000,10884.000000,10884.000000
8,38490.300402,259928.013406,166378.060290,91528.047559,38514.465010,38489.519132,10471.000000,10713.000000,10471.000000,10471.000000,10471.000000,10471.000000
4,40704.555863,359183.373065,213447.775252,126622.153022,40707.147652,40702.031583,24678.000000,24678.000000,24678.000000,24678.000000,24678.000000,24678.000000
65536,151184.100970,1620197.048403,1067500.700567,581236.804253,292432.644554,151151.287322,38566.000000,46002.000000,45757.000000,38603.000000,38584.000000,38612.000000
2048,107939.782694,746025.586073,451491.548290,251264.073435,107928.061893,107964.658727,26353.000000,29222.000000,28189.000000,26416.000000,26397.000000,26382.000000
256,51248.135069,487745.634792,282150.925595,87717.759416,51104.838303,50955.022530,17659.000000,17659.000000,17659.000000,17659.000000,17659.000000,17659.000000
2,27197.358695,150742.152074,74534.458608,43503.787984,27160.575307,27197.490767,7338.000000,7965.000000,7338.000000,7338.000000,7338.000000,7338.000000
32768,111608.210330,618603.115509,420826.838091,246112.570928,111313.961474,111295.979051,21790.000000,23932.000000,23233.000000,21790.000000,21790.000000,21790.000000
16384,197905.863038,1404312.924227,1088410.672054,775599.527037,197491.317032,197509.332164,55506.000000,58357.000000,56512.000000,56512.000000,55469.000000,55447.000000
