frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
8,43367.552502,27392.940003,27392.312882,27285.195161,27291.089242,27385.714524
4,458231.673015,52040.981447,52112.554514,52014.449348,52014.612678,52013.900978
2048,317823.637066,129372.152977,58850.903213,58815.798770,58749.233221,58728.763345
32768,77465.766839,42782.879625,42720.555685,42558.675167,42517.401214,42512.681661
256,121381.063169,36777.032371,36772.207385,36769.201283,36768.187037,36757.818366
512,585651.871944,58397.945546,58616.627249,58394.917373,58600.003038,58394.521849
65536,941729.712931,100353.067068,100279.793473,100404.503056,100430.579626,100342.995112
4096,112322.007563,79985.524703,66988.163947,66989.704627,67001.566526,67000.072328
8192,134560.003738,58775.853035,58990.810920,58691.361596,118620.436717,58664.332486
64,178212.744230,58461.630921,58465.675845,58426.808616,58365.203555,58435.928195
32,1023208.184936,123708.395798,123697.684809,123646.248762,123746.436922,123778.723232
2,2282799.655104,140638.784580,140635.316745,140624.980754,142506.039511,140635.323447
16384,1471278.318335,113223.401790,113250.344551,113160.036647,880624.973953,113195.927656
1024,632698.120474,425219.506726,97615.619309,97714.153519,100889.784894,97709.026195
128,1184806.686602,674472.384300,91171.203826,91590.489741,91683.688517,91170.554490
16,4029138.184864,249034.276930,249043.058944,249052.829219,249457.892256,249029.343251
