frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
16,178816.497156,107851.288435,45565.650154,45542.073394,50493.408342,45527.346540
1024,245924.359912,154994.752785,50911.159749,50902.379021,50955.010254,50100.143912
128,90394.691028,59184.450686,49971.101449,50180.539126,54719.556742,49985.109573
8,95663.391796,37795.912848,37328.293894,34511.282532,34506.818790,34540.980284
256,193660.622786,51619.059774,51577.872872,51615.228150,51919.051234,51577.000746
65536,918224.322725,356413.022307,87075.865204,87064.279306,92403.432074,87051.043423
4096,491268.275970,145519.012538,145776.724727,145467.332872,145814.868707,145461.263627
64,325068.579466,62315.674978,61454.331776,61465.352126,62322.141322,61469.980739
2,218976.074271,48176.005978,48178.657827,48108.142980,48133.368914,48171.102759
16384,629651.099631,573460.800628,446405.813213,258103.573565,258106.420891,252579.182523
32768,1546522.713076,902969.566125,165840.773738,168694.913569,165911.826444,168223.632035
2048,864395.166810,644596.833992,102764.716459,109587.472455,109625.627592,102713.994762
8192,1146973.524403,917946.312489,139132.284424,140187.209459,139152.494893,139117.676048
4,473339.032070,267701.937214,57176.156517,57166.410960,57162.577050,57176.180460
32,278061.454254,134768.192742,52391.316456,52381.871845,137546.998164,52381.877649
512,1112948.043793,577377.477962,108076.178994,108988.056791,108178.592688,108049.365759
