frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
16,122816.651550,111747.352215,93147.781380,61388.660598,52609.626581,46942.543913
65536,257786.468260,110429.204421,110395.444757,111453.440741,112150.345051,110413.024164
32,373527.434852,271821.515114,159136.016923,67547.668405,72422.178143,72512.963372
4,263948.652111,208839.666912,163867.010844,139182.678143,87959.358615,48231.006189
2,230714.641742,199384.860318,160599.586316,98389.322139,65140.159717,44532.362255
2048,238765.455313,238811.267973,248580.129133,262207.302463,267224.644434,244716.463782
64,714849.975226,632677.882338,543503.048671,388471.899429,204653.801670,81920.954694
8,730164.394976,600703.420203,253318.198644,88782.825924,90070.677210,89047.838020
512,1234624.753230,1129227.054351,890446.765696,577100.873621,300537.238693,150654.517473
1024,1201751.315110,1145943.441470,1153177.452837,1138045.891330,1061073.055897,144163.139512
16384,1181827.482509,1075162.401690,1113030.270886,1183999.932190,1247258.245345,392268.976047
256,734264.637358,650631.517348,494152.388242,411347.079407,389484.568941,87608.618463
32768,1737416.393386,1498256.393693,1598030.484750,1534209.735264,1324629.458717,632821.197276
128,759006.676943,623735.984315,563888.907291,351860.660045,233200.598338,90638.612798
8192,739333.512697,771634.189216,755840.214369,290264.923889,239570.332907,217580.290799
4096,865644.207893,748803.251706,724607.876582,654073.678844,493598.490637,166610.838090
