frequency,RFDynamic_njobs25_mode0_L2_norm_flow_time,RFDynamic_njobs25_mode1_L2_norm_flow_time,RFDynamic_njobs25_mode2_L2_norm_flow_time,RFDynamic_njobs25_mode4_L2_norm_flow_time,RFDynamic_njobs25_mode8_L2_norm_flow_time,RFDynamic_njobs25_mode16_L2_norm_flow_time,RFDynamic_njobs25_mode0_maximum_flow_time,RFDynamic_njobs25_mode1_maximum_flow_time,RFDynamic_njobs25_mode2_maximum_flow_time,RFDynamic_njobs25_mode4_maximum_flow_time,RFDynamic_njobs25_mode8_maximum_flow_time,RFDynamic_njobs25_mode16_maximum_flow_time
8,48851.394985,601230.127636,515957.832058,480287.343196,410324.105654,358089.747463,12106.000000,15773.000000,15131.000000,15773.000000,15773.000000,13866.000000
8192,101824.310589,725700.913898,654389.766845,567095.365430,508593.386629,507299.183519,12032.000000,17537.000000,17206.000000,16943.000000,16489.000000,15701.000000
64,61520.386377,820831.667600,783800.709984,714846.790938,649371.659558,535088.600156,13543.000000,18573.000000,18871.000000,18871.000000,18871.000000,18871.000000
2,37140.589037,324482.871801,291344.951748,275489.475146,231047.190981,208757.638991,8241.000000,8423.000000,8795.000000,8795.000000,8244.000000,8243.000000
16384,152595.338798,871152.791836,791594.297721,713669.600010,678780.066209,634479.342632,15896.000000,20496.000000,19976.000000,19976.000000,19592.000000,17131.000000
32768,176797.913200,740391.239741,680806.339185,631509.909086,599645.144502,568005.145875,15273.000000,16356.000000,16292.000000,16103.000000,15282.000000,15279.000000
32,102159.211866,1144738.630794,1008278.291265,779192.541125,674218.831690,337381.957192,28588.000000,28794.000000,28650.000000,28588.000000,28750.000000,28588.000000
65536,76746.172328,229475.251141,179654.369774,117815.853309,69035.447858,57284.121124,10882.000000,11749.000000,11749.000000,10843.000000,10867.000000,10843.000000
512,71733.670407,773399.795692,690068.227128,522554.159867,444072.318503,255738.568822,23789.000000,24575.000000,24575.000000,24575.000000,24575.000000,23789.000000
4,31124.928626,444824.060849,428352.652531,388485.900724,335266.934340,236569.357014,10336.000000,11155.000000,11155.000000,11032.000000,10336.000000,10394.000000
2048,117570.552168,584652.642403,548191.876365,533352.511572,524807.180631,518802.059131,12277.000000,12277.000000,11791.000000,11791.000000,11791.000000,11791.000000
1024,97762.152549,1061336.210989,1033383.275558,902415.876846,831789.738878,664526.993913,19932.000000,21679.000000,21653.000000,21649.000000,21679.000000,21014.000000
256,60268.728334,604248.843200,558133.155234,436165.297329,290871.343571,109702.842388,16880.000000,21111.000000,21111.000000,21111.000000,20377.000000,16950.000000
16,37689.627114,221527.058413,200235.734930,174698.656122,144498.550387,111805.556539,10144.000000,11046.000000,11285.000000,11267.000000,9963.000000,10144.000000
128,98677.570633,1072618.065678,995465.488206,881263.113782,701118.223021,590909.723735,24329.000000,26370.000000,26251.000000,26038.000000,25708.000000,24296.000000
4096,113234.660537,1438923.355641,1343646.189991,1266212.889093,1160061.723415,1142973.093211,22632.000000,31313.000000,31313.000000,31313.000000,31313.000000,31313.000000
