frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode3_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode5_maximum_flow_time,Dynamic_njobs100_mode6_maximum_flow_time
256,220879.949697,203556.836100,203556.836100,203556.836100,203556.836100,203556.836100,74654.000000,111166.000000,111166.000000,111166.000000,111166.000000,111166.000000
2,114336.015419,114336.015419,114334.139219,114334.139219,114334.139219,114334.139219,80773.000000,80773.000000,80773.000000,80773.000000,80773.000000,80773.000000
128,196194.967680,196194.967680,196194.967680,196194.967680,196194.967680,196194.967680,129012.000000,129012.000000,129012.000000,129012.000000,129012.000000,129012.000000
8192,282791.873568,282791.873568,282791.873568,282791.873568,282791.873568,282043.688635,134676.000000,134676.000000,134676.000000,134676.000000,134676.000000,134676.000000
16,161049.394212,161049.394212,161049.394212,161049.394212,161049.394212,161049.394212,68698.000000,68698.000000,68698.000000,68698.000000,68698.000000,68698.000000
2048,371133.881568,347579.626399,309359.249532,309359.249532,309359.249532,309359.249532,181262.000000,181262.000000,211889.000000,211889.000000,211889.000000,211889.000000
4,158813.066046,158813.066046,158813.066046,158813.066046,158813.066046,158813.066046,117119.000000,117119.000000,117119.000000,117119.000000,117119.000000,117119.000000
1024,175136.419679,174008.879908,174008.879908,174008.879908,174008.879908,174008.879908,95805.000000,95805.000000,95805.000000,95805.000000,95805.000000,95805.000000
4096,169888.850408,169888.850408,169888.850408,169888.850408,169888.850408,169888.850408,67805.000000,67805.000000,67805.000000,67805.000000,67805.000000,67805.000000
32768,290520.597411,290520.597411,290520.597411,290520.597411,290520.597411,290520.597411,130105.000000,130105.000000,130105.000000,130105.000000,130105.000000,130105.000000
512,420471.155113,420471.155113,420471.155113,420471.155113,420471.155113,420471.155113,239613.000000,239613.000000,239613.000000,239613.000000,239613.000000,239613.000000
32,260907.637268,260907.637268,260907.637268,260907.637268,260907.637268,260907.637268,138949.000000,138949.000000,138949.000000,138949.000000,138949.000000,138949.000000
16384,1007222.587763,1016500.695994,1016500.695994,1016500.695994,1016500.695994,1016500.695994,180060.000000,248280.000000,248280.000000,248280.000000,248280.000000,248280.000000
64,525404.563775,525404.563775,525404.563775,525404.563775,525404.563775,525404.563775,264399.000000,264399.000000,264399.000000,264399.000000,264399.000000,264399.000000
8,574558.083712,574558.083712,574558.083712,574558.083712,574558.083712,574558.083712,278014.000000,278014.000000,278014.000000,278014.000000,278014.000000,278014.000000
65536,1128355.327666,1116784.915132,1116592.926515,1116592.926515,1116592.926515,1116592.926515,248134.000000,248134.000000,248134.000000,248134.000000,248134.000000,248134.000000
