frequency,Dynamic_njobs50_mode0_L2_norm_flow_time,Dynamic_njobs50_mode1_L2_norm_flow_time,Dynamic_njobs50_mode2_L2_norm_flow_time,Dynamic_njobs50_mode4_L2_norm_flow_time,Dynamic_njobs50_mode8_L2_norm_flow_time,Dynamic_njobs50_mode16_L2_norm_flow_time,Dynamic_njobs50_mode0_maximum_flow_time,Dynamic_njobs50_mode1_maximum_flow_time,Dynamic_njobs50_mode2_maximum_flow_time,Dynamic_njobs50_mode4_maximum_flow_time,Dynamic_njobs50_mode8_maximum_flow_time,Dynamic_njobs50_mode16_maximum_flow_time
4,85397.085202,93443.464084,85397.085202,85397.085202,85397.085202,85397.085202,40945.000000,40271.000000,40945.000000,40945.000000,40945.000000,40945.000000
1024,133277.064092,135120.912908,133277.064092,133277.064092,133277.064092,133277.064092,86685.000000,78530.000000,86685.000000,86685.000000,86685.000000,86685.000000
2,207442.031869,3878407.009577,207442.031869,207442.031869,207442.031869,207442.031869,197437.000000,160564.000000,197437.000000,197437.000000,197437.000000,197437.000000
32768,151953.242167,176537.994797,151953.242167,151953.242167,151953.242167,151953.242167,68534.000000,68534.000000,68534.000000,68534.000000,68534.000000,68534.000000
16384,169373.856120,262199.795254,169373.856120,169373.856120,169373.856120,169373.856120,83865.000000,70516.000000,83865.000000,83865.000000,83865.000000,83865.000000
128,200462.795314,194955.533958,200462.795314,200462.795314,200462.795314,200462.795314,106201.000000,87510.000000,106201.000000,106201.000000,106201.000000,106201.000000
65536,99083.219715,224667.783779,103055.388379,99083.219715,99083.219715,99083.219715,53162.000000,35953.000000,50547.000000,53162.000000,53162.000000,53162.000000
256,236121.625102,778208.601707,238278.997513,236121.625102,236121.625102,236121.625102,163673.000000,113050.000000,163673.000000,163673.000000,163673.000000,163673.000000
64,376303.346301,420887.620291,383124.617169,376303.346301,376303.346301,376303.346301,195006.000000,195006.000000,195006.000000,195006.000000,195006.000000,195006.000000
512,308082.496916,730500.868457,593161.717436,308082.496916,308082.496916,308082.496916,249721.000000,137299.000000,200582.000000,249721.000000,249721.000000,249721.000000
2048,240793.826254,620577.552401,365286.358392,240793.826254,240793.826254,240793.826254,172059.000000,93197.000000,172059.000000,172059.000000,172059.000000,172059.000000
16,250254.755865,459712.033680,250254.755865,250254.755865,250254.755865,250254.755865,198660.000000,103373.000000,198660.000000,198660.000000,198660.000000,198660.000000
8,288806.624498,665345.601339,288806.624498,288806.624498,288806.624498,288806.624498,183745.000000,114463.000000,183745.000000,183745.000000,183745.000000,183745.000000
8192,417531.179193,834899.080206,834897.751498,417531.179193,417531.179193,417531.179193,256635.000000,224471.000000,224471.000000,256635.000000,256635.000000,256635.000000
4096,583524.886357,881378.374248,583524.886357,583524.886357,583524.886357,583524.886357,328082.000000,243725.000000,328082.000000,328082.000000,328082.000000,328082.000000
32,390528.207280,994707.179392,1019644.096541,390528.207280,390528.207280,390528.207280,331717.000000,198849.000000,212676.000000,331717.000000,331717.000000,331717.000000
