frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode3_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode5_maximum_flow_time,Dynamic_njobs100_mode6_maximum_flow_time
16,59040.996968,59040.996968,59040.996968,59040.996968,59040.996968,59040.996968,18518.000000,18518.000000,18518.000000,18518.000000,18518.000000,18518.000000
128,139313.292571,139313.292571,139313.292571,139313.292571,139313.292571,139313.292571,70169.000000,70169.000000,70169.000000,70169.000000,70169.000000,70169.000000
64,225268.238891,225268.238891,225268.238891,225268.238891,225268.238891,225268.238891,119434.000000,119434.000000,119434.000000,119434.000000,119434.000000,119434.000000
2048,180929.572309,180929.572309,180929.572309,180929.572309,180929.572309,180750.831710,109626.000000,109626.000000,109626.000000,109626.000000,109626.000000,109626.000000
4096,231013.160757,231013.160757,231013.160757,231013.160757,231013.160757,231013.160757,96221.000000,96221.000000,96221.000000,96221.000000,96221.000000,96221.000000
8,277074.344092,277074.344092,277074.344092,277074.344092,277074.344092,277074.344092,180411.000000,180411.000000,180411.000000,180411.000000,180411.000000,180411.000000
4,328875.039410,328875.039410,328875.039410,328875.039410,328875.039410,328875.039410,197450.000000,197450.000000,197450.000000,197450.000000,197450.000000,197450.000000
16384,355815.580214,355815.580214,355815.580214,355815.580214,355815.580214,355815.580214,103962.000000,103962.000000,103962.000000,103962.000000,103962.000000,103962.000000
8192,421439.381282,421439.381282,421439.381282,421439.381282,421439.381282,421439.381282,158640.000000,158640.000000,158640.000000,158640.000000,158640.000000,158640.000000
2,334911.435687,334911.435687,334911.435687,334911.435687,334911.435687,334911.435687,242131.000000,242131.000000,242131.000000,242131.000000,242131.000000,242131.000000
256,407397.948101,407397.948101,407397.948101,407397.948101,407397.948101,407397.948101,227289.000000,227289.000000,227289.000000,227289.000000,227289.000000,227289.000000
65536,751531.062247,733515.723834,733515.723834,733515.723834,733515.723834,733515.723834,189591.000000,189591.000000,189591.000000,189591.000000,189591.000000,189591.000000
512,357858.190812,357858.190812,357858.190812,357858.190812,357858.190812,357858.190812,262560.000000,262560.000000,262560.000000,262560.000000,262560.000000,262560.000000
1024,385433.747373,337965.777992,337965.777992,337965.777992,337965.777992,337965.777992,159842.000000,183707.000000,183707.000000,183707.000000,183707.000000,183707.000000
32,574835.945303,581594.897491,581594.897491,581594.897491,581594.897491,581594.897491,248745.000000,264560.000000,264560.000000,264560.000000,264560.000000,264560.000000
32768,1510776.388622,1496946.983898,1525696.092100,1525696.092100,1525696.092100,1525696.092100,215820.000000,213759.000000,222839.000000,222839.000000,222839.000000,222839.000000
