frequency,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
1024,189234.684973,189234.684973,189234.684973,189234.684973,189234.684973,189234.684973,75938.000000,75938.000000,75938.000000,75938.000000,75938.000000,75938.000000
2,94367.794999,94367.794999,94367.794999,94367.794999,94367.794999,94367.794999,27964.000000,27964.000000,27964.000000,27964.000000,27964.000000,27964.000000
65536,238146.836233,238146.836233,238146.836233,238146.836233,238146.836233,238146.836233,79313.000000,79313.000000,79313.000000,79313.000000,79313.000000,79313.000000
256,180493.637736,180493.637736,180493.637736,180493.637736,180493.637736,180493.637736,103101.000000,103101.000000,103101.000000,103101.000000,103101.000000,103101.000000
16384,436776.129995,436776.129995,436776.129995,436776.129995,436776.129995,436776.129995,182593.000000,182593.000000,182593.000000,182593.000000,182593.000000,182593.000000
32,216081.789804,216081.789804,216081.789804,216081.789804,216081.789804,216081.789804,61183.000000,61183.000000,61183.000000,61183.000000,61183.000000,61183.000000
512,220776.670391,220776.670391,220776.670391,220776.670391,220776.670391,220776.670391,143917.000000,143917.000000,143917.000000,143917.000000,143917.000000,143917.000000
2048,357510.856400,357510.856400,357510.856400,357510.856400,357510.856400,357510.856400,138206.000000,138206.000000,138206.000000,138206.000000,138206.000000,138206.000000
128,278560.426764,278560.426764,278560.426764,278560.426764,278560.426764,278560.426764,146571.000000,146571.000000,146571.000000,146571.000000,146571.000000,146571.000000
8,452202.847450,452202.847450,452202.847450,452202.847450,452202.847450,452202.847450,219878.000000,219878.000000,219878.000000,219878.000000,219878.000000,219878.000000
64,264023.970503,264023.970503,264023.970503,264023.970503,264023.970503,264023.970503,200596.000000,200596.000000,200596.000000,200596.000000,200596.000000,200596.000000
16,367419.860819,367419.860819,367419.860819,367419.860819,367419.860819,367419.860819,94063.000000,94063.000000,94063.000000,94063.000000,94063.000000,94063.000000
32768,312527.191614,312527.191614,312527.191614,312527.191614,312527.191614,312527.191614,193810.000000,193810.000000,193810.000000,193810.000000,193810.000000,193810.000000
8192,361019.424615,361019.424615,361019.424615,361019.424615,361019.424615,361019.424615,232979.000000,232979.000000,232979.000000,232979.000000,232979.000000,232979.000000
4,468982.916624,468982.916624,468982.916624,468982.916624,468982.916624,468982.916624,232519.000000,232519.000000,232519.000000,232519.000000,232519.000000,232519.000000
4096,568335.431190,568335.431190,568335.431190,568335.431190,568335.431190,568335.431190,444973.000000,444973.000000,444973.000000,444973.000000,444973.000000,444973.000000
