frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode3_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode5_maximum_flow_time,Dynamic_njobs100_mode6_maximum_flow_time
8,64110.719790,64110.719790,64110.719790,64110.719790,64110.719790,64110.719790,18715.000000,18715.000000,18715.000000,18715.000000,18715.000000,18715.000000
32768,144255.818815,144255.818815,144255.818815,144255.818815,144255.818815,144255.818815,66590.000000,66590.000000,66590.000000,66590.000000,66590.000000,66590.000000
16,97457.800242,97457.800242,97457.800242,97457.800242,97457.800242,97457.800242,59965.000000,59965.000000,59965.000000,59965.000000,59965.000000,59965.000000
256,124883.123455,124883.123455,124883.123455,124883.123455,124883.123455,124883.123455,87797.000000,87797.000000,87797.000000,87797.000000,87797.000000,87797.000000
4096,102412.578178,102412.104827,102412.104827,102412.104827,102412.104827,102412.104827,54526.000000,54526.000000,54526.000000,54526.000000,54526.000000,54526.000000
65536,199568.194485,199568.194485,199568.194485,199568.194485,199568.194485,199568.194485,72199.000000,72199.000000,72199.000000,72199.000000,72199.000000,72199.000000
128,177985.018988,176728.588273,176728.588273,176728.588273,176728.588273,176728.588273,104019.000000,104019.000000,104019.000000,104019.000000,104019.000000,104019.000000
2,125776.975190,125776.975190,125776.975190,125776.975190,125776.975190,125776.975190,100774.000000,100774.000000,100774.000000,100774.000000,100774.000000,100774.000000
8192,350791.203563,350791.203563,350791.203563,350791.203563,350791.203563,350791.203563,193091.000000,193091.000000,193091.000000,193091.000000,193091.000000,193091.000000
2048,178832.855480,178832.855480,178832.855480,178832.855480,178832.855480,178832.855480,127576.000000,127576.000000,127576.000000,127576.000000,127576.000000,127576.000000
1024,246723.064281,246723.064281,246723.064281,246723.064281,246723.064281,246723.064281,198763.000000,198763.000000,198763.000000,198763.000000,198763.000000,198763.000000
512,357946.380691,357946.380691,357946.380691,357946.380691,357946.380691,357946.380691,216716.000000,216716.000000,216716.000000,216716.000000,216716.000000,216716.000000
32,381530.459370,335295.627329,335295.627329,335295.627329,335295.627329,335295.627329,209084.000000,209084.000000,209084.000000,209084.000000,209084.000000,209084.000000
16384,464332.216718,469449.052797,469449.052797,469449.052797,469449.052797,469449.052797,231671.000000,247186.000000,247186.000000,247186.000000,247186.000000,247186.000000
64,563812.740295,563812.740295,563812.740295,563812.740295,563812.740295,563812.740295,340159.000000,340159.000000,340159.000000,340159.000000,340159.000000,340159.000000
4,443208.373388,443208.373388,443208.373388,443208.373388,443208.373388,443208.373388,390619.000000,390619.000000,390619.000000,390619.000000,390619.000000,390619.000000
