frequency,Dynamic_njobs50_mode0_L2_norm_flow_time,Dynamic_njobs50_mode1_L2_norm_flow_time,Dynamic_njobs50_mode2_L2_norm_flow_time,Dynamic_njobs50_mode4_L2_norm_flow_time,Dynamic_njobs50_mode8_L2_norm_flow_time,Dynamic_njobs50_mode16_L2_norm_flow_time,Dynamic_njobs50_mode0_maximum_flow_time,Dynamic_njobs50_mode1_maximum_flow_time,Dynamic_njobs50_mode2_maximum_flow_time,Dynamic_njobs50_mode4_maximum_flow_time,Dynamic_njobs50_mode8_maximum_flow_time,Dynamic_njobs50_mode16_maximum_flow_time
1024,151836.477982,340479.071965,152072.346280,151836.477982,151836.477982,151836.477982,84236.000000,73120.000000,84236.000000,84236.000000,84236.000000,84236.000000
32,163770.187150,164327.354704,163770.187150,163770.187150,163770.187150,163770.187150,85493.000000,85493.000000,85493.000000,85493.000000,85493.000000,85493.000000
4,88871.421014,89018.167651,88871.421014,88871.421014,88871.421014,88871.421014,28152.000000,26466.000000,28152.000000,28152.000000,28152.000000,28152.000000
256,178238.185897,209045.481972,178212.576719,178238.185897,178238.185897,178238.185897,110540.000000,71105.000000,71105.000000,110540.000000,110540.000000,110540.000000
16384,167001.659653,174244.168419,166999.762138,167001.659653,167001.659653,167001.659653,64393.000000,48505.000000,64393.000000,64393.000000,64393.000000,64393.000000
2,228367.278865,237111.812924,228367.278865,228367.278865,228367.278865,228367.278865,129949.000000,100954.000000,129949.000000,129949.000000,129949.000000,129949.000000
2048,294482.142447,280792.886539,293707.748681,294482.142447,294482.142447,294482.142447,161514.000000,99038.000000,161514.000000,161514.000000,161514.000000,161514.000000
512,310749.077905,386433.317162,310749.077905,310749.077905,310749.077905,310749.077905,278043.000000,201652.000000,278043.000000,278043.000000,278043.000000,278043.000000
32768,324981.950745,313051.630745,323013.478990,324981.950745,324981.950745,324981.950745,141232.000000,78292.000000,141232.000000,141232.000000,141232.000000,141232.000000
16,180897.156802,257602.918167,204004.875567,180897.156802,180897.156802,180897.156802,101791.000000,77391.000000,101791.000000,101791.000000,101791.000000,101791.000000
64,294877.581474,278345.495665,294877.581474,294877.581474,294877.581474,294877.581474,268230.000000,141157.000000,268230.000000,268230.000000,268230.000000,268230.000000
65536,425526.024758,413024.316674,425526.024758,425526.024758,425526.024758,425526.024758,207726.000000,189277.000000,207726.000000,207726.000000,207726.000000,207726.000000
128,476404.205473,460768.378828,472567.768476,475292.106843,476404.205473,476404.205473,249562.000000,229073.000000,249562.000000,249562.000000,249562.000000,249562.000000
8192,469367.828522,454101.053780,469367.828522,469367.828522,469367.828522,469367.828522,276567.000000,136801.000000,276567.000000,276567.000000,276567.000000,276567.000000
8,406576.769752,580251.229970,406576.769752,406576.769752,406576.769752,406576.769752,276100.000000,212381.000000,276100.000000,276100.000000,276100.000000,276100.000000
4096,486055.309384,750989.643160,524850.197355,517655.172245,486055.309384,486055.309384,301180.000000,184536.000000,222338.000000,222338.000000,301180.000000,301180.000000
