frequency,Dynamic_BAL_njobs100_mode0_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time,Dynamic_BAL_njobs100_mode16_L2_norm_flow_time,Dynamic_BAL_njobs100_mode0_maximum_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode8_maximum_flow_time,Dynamic_BAL_njobs100_mode16_maximum_flow_time
4,447466.078766,447623.065139,447466.078766,447466.078766,447466.078766,447466.078766,7060.000000,7278.000000,7060.000000,7060.000000,7060.000000,7060.000000
16,338567.285416,338567.285416,338567.285416,338567.285416,338567.285416,338567.285416,6766.000000,6766.000000,6766.000000,6766.000000,6766.000000,6766.000000
2,345050.808517,345050.808517,345050.808517,345050.808517,345050.808517,345050.808517,7985.000000,7985.000000,7985.000000,7985.000000,7985.000000,7985.000000
16384,582725.413269,582827.806584,582725.413269,582725.413269,582725.413269,582725.413269,15876.000000,15876.000000,15876.000000,15876.000000,15876.000000,15876.000000
1024,1194837.273989,1190730.359698,1194837.273989,1194837.273989,1194837.273989,1194837.273989,19344.000000,19344.000000,19344.000000,19344.000000,19344.000000,19344.000000
32768,887526.398383,887526.404132,887526.398383,887526.398383,887526.398383,887526.398383,21104.000000,21104.000000,21104.000000,21104.000000,21104.000000,21104.000000
32,463951.560405,463951.560405,463951.560405,463951.560405,463951.560405,463951.560405,8286.000000,8286.000000,8286.000000,8286.000000,8286.000000,8286.000000
8,452262.740787,452262.740787,452262.740787,452262.740787,452262.740787,452262.740787,7928.000000,7928.000000,7928.000000,7928.000000,7928.000000,7928.000000
2048,1037895.391233,1037382.589459,1037895.391233,1037895.391233,1037895.391233,1037895.391233,19076.000000,19076.000000,19076.000000,19076.000000,19076.000000,19076.000000
4096,998997.912888,997533.012851,998997.912888,998997.912888,998997.912888,998997.912888,24362.000000,24362.000000,24362.000000,24362.000000,24362.000000,24362.000000
512,735753.449555,735753.449555,735753.449555,735753.449555,735753.449555,735753.449555,12232.000000,12232.000000,12232.000000,12232.000000,12232.000000,12232.000000
64,874648.390269,874648.390269,874648.390269,874648.390269,874648.390269,874648.390269,14211.000000,14211.000000,14211.000000,14211.000000,14211.000000,14211.000000
256,1086963.977534,1086963.977534,1086963.977534,1086963.977534,1086963.977534,1086963.977534,19542.000000,19542.000000,19542.000000,19542.000000,19542.000000,19542.000000
8192,1009674.334418,1009378.652793,1009674.334418,1009674.334418,1009674.334418,1009674.334418,16381.000000,16381.000000,16381.000000,16381.000000,16381.000000,16381.000000
128,1282264.149509,1282264.149509,1282264.149509,1282264.149509,1282264.149509,1282264.149509,21945.000000,21945.000000,21945.000000,21945.000000,21945.000000,21945.000000
65536,4872290.724974,4902971.916951,4906238.927233,4908512.799731,4908512.799731,4908512.799731,75965.000000,75965.000000,75965.000000,75965.000000,75965.000000,75965.000000
