frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
2,117142.384447,117142.384447,117142.384447,117142.384447,117142.384447,117142.384447,5612.000000,5612.000000,5612.000000,5612.000000,5612.000000,5612.000000
1024,337472.752660,337472.752660,337472.752660,337472.752660,337472.752660,337472.752660,9851.000000,9851.000000,9851.000000,9851.000000,9851.000000,9851.000000
8,223006.421760,223006.421760,223006.421760,223006.421760,223006.421760,223006.421760,3997.000000,3997.000000,3997.000000,3997.000000,3997.000000,3997.000000
16,296642.864005,296642.864005,296642.864005,296642.864005,296642.864005,296642.864005,5116.000000,5116.000000,5116.000000,5116.000000,5116.000000,5116.000000
4,410989.752366,410989.752366,410989.752366,410989.752366,410989.752366,410989.752366,7133.000000,7133.000000,7133.000000,7133.000000,7133.000000,7133.000000
256,443395.512427,443395.512427,443395.512427,443395.512427,443395.512427,443395.512427,10839.000000,10839.000000,10839.000000,10839.000000,10839.000000,10839.000000
32768,535941.966773,535941.966773,535941.966773,535941.966773,535941.966773,535941.966773,13349.000000,13349.000000,13349.000000,13349.000000,13349.000000,13349.000000
32,408818.720571,408818.720571,408818.720571,408818.720571,408818.720571,408818.720571,8718.000000,8718.000000,8718.000000,8718.000000,8718.000000,8718.000000
2048,985735.811195,985718.711947,985718.711947,985718.711947,985718.711947,985718.711947,18663.000000,18663.000000,18663.000000,18663.000000,18663.000000,18663.000000
512,907856.134525,907856.134525,907856.134525,907856.134525,907856.134525,907856.134525,16560.000000,16560.000000,16560.000000,16560.000000,16560.000000,16560.000000
128,1052516.460804,1052516.460804,1052516.460804,1052516.460804,1052516.460804,1052516.460804,17938.000000,17938.000000,17938.000000,17938.000000,17938.000000,17938.000000
64,1138450.144590,1138450.144590,1138450.144590,1138450.144590,1138450.144590,1138450.144590,19852.000000,19852.000000,19852.000000,19852.000000,19852.000000,19852.000000
4096,1614086.420987,1614086.420987,1614086.420987,1614086.420987,1614086.420987,1614086.420987,29148.000000,29148.000000,29148.000000,29148.000000,29148.000000,29148.000000
8192,1664758.937088,1667982.016875,1667982.016875,1667982.016875,1667982.016875,1667982.016875,32800.000000,28333.000000,28333.000000,28333.000000,28333.000000,28333.000000
16384,1322583.119277,1322583.119277,1322583.119277,1322583.119277,1322583.119277,1322583.119277,23549.000000,23549.000000,23549.000000,23549.000000,23549.000000,23549.000000
65536,4176296.752725,4176296.752725,4176296.752725,4176296.752725,4176296.752725,4176296.752725,69442.000000,69442.000000,69442.000000,69442.000000,69442.000000,69442.000000
