frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,124212.740285,95607.000000,54.598535
4,344670.517802,180009.000000,81.535268
8,358876.732460,287327.000000,692.796507
16,419280.352312,225395.000000,102.752129
32,243283.020441,116293.000000,1078.587039
64,369196.785017,162190.000000,35285.687155
128,549408.492606,221425.000000,1852.231087
256,296716.810671,126942.000000,7819.577994
512,585386.228184,267969.000000,851.943073
1024,574505.261682,252516.000000,107540.534558
2048,668579.187801,262439.000000,160643.805302
4096,305836.696430,115097.000000,122000.828149
8192,563410.130771,179660.000000,101727.941530
16384,887657.755072,235318.000000,492970.419189
32768,1456601.494068,152988.000000,1404180.479793
65536,147431.806985,64571.000000,0.000000
