frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,113947.765375,85462.000000,47.853944
4,493781.125889,305405.000000,4659.720485
8,162793.726556,101477.000000,197.182656
16,286885.296851,188768.000000,1082.152947
32,395763.107815,202442.000000,1531.818527
64,473473.438518,236924.000000,376.720055
128,802906.076436,288417.000000,4064.904427
256,868785.222511,286689.000000,5098.798878
512,290260.556538,113484.000000,6351.611213
1024,599621.878810,268639.000000,31508.693943
2048,604257.580540,292521.000000,144534.845204
4096,598584.122229,271108.000000,85335.628843
8192,582267.876509,238535.000000,56714.693467
16384,576593.149587,235483.000000,294259.646365
32768,813447.444857,237918.000000,663723.138467
65536,892996.164032,289067.000000,803787.884924
