frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,69523.557497,50459.000000,116.516093
4,315463.014869,250724.000000,18.027756
8,140564.293332,119279.000000,77.549984
16,126444.082618,75730.000000,42687.018390
32,206881.747491,142257.000000,1456.444300
64,155409.838421,94131.000000,313.762649
128,289517.536973,176172.000000,516.726233
256,299483.131682,251422.000000,1916.962702
512,345610.103226,271095.000000,14378.127451
1024,422799.611990,214967.000000,195282.716649
2048,550354.414221,255788.000000,209048.691498
4096,213960.482985,100617.000000,11396.056116
8192,520638.131714,266283.000000,258557.562380
16384,641250.650439,266220.000000,492772.824746
32768,202080.639906,112143.000000,41023.548774
65536,619778.361391,219843.000000,495759.790763
