frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,244303.395570,190429.000000,43.393548
4,182114.014993,171981.000000,133.742289
8,47224.766056,33341.000000,55.163394
16,167176.463388,119325.000000,131.799090
32,243705.659542,192497.000000,543.859357
64,93545.240755,57051.000000,415.054213
128,154226.106376,104777.000000,90.233032
256,232842.928583,191591.000000,427.126445
512,299076.042095,260330.000000,612.283431
1024,157106.651040,114222.000000,3631.253778
2048,353656.235719,250464.000000,7673.435671
4096,414410.396249,289698.000000,125051.296079
8192,291450.795708,112830.000000,174701.220574
16384,280569.447626,105808.000000,258402.625834
32768,268768.773685,206468.000000,90333.645166
65536,383651.402015,155718.000000,251027.055080
