frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,97410.334821,51697.000000,79.818544
4,91693.710946,53199.000000,31.160873
8,212277.109619,111686.000000,37.616486
16,403189.194166,214346.000000,54.899909
32,80975.795643,43504.000000,168.694991
64,360275.792859,300188.000000,209.957138
128,341019.266544,193110.000000,258.029068
256,394721.422304,293327.000000,3748.642821
512,146607.129915,75465.000000,6955.713119
1024,199456.749893,125795.000000,2351.974277
2048,306689.329312,262130.000000,7641.187539
4096,291774.631332,190545.000000,62128.892506
8192,105139.479369,53852.000000,60650.661530
16384,175784.829948,125987.000000,57477.433285
32768,507798.022754,192695.000000,96208.118753
65536,284019.428624,254107.000000,0.000000
