frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,108653.364407,57945.000000,92.336342
4,172210.804937,111628.000000,74.899933
8,70540.776832,36735.000000,2640.360392
16,311382.332973,283500.000000,44.452222
32,167742.302655,146595.000000,43.451122
64,230944.550105,128050.000000,1579.549303
128,141036.733017,88154.000000,339.610071
256,138815.142657,108051.000000,325.055380
512,188584.461902,135962.000000,3720.440028
1024,151661.007190,123919.000000,6052.648511
2048,227860.397145,121909.000000,3079.500609
4096,183733.529221,159313.000000,2706.458202
8192,105346.046077,69734.000000,7865.312963
16384,124410.882603,60613.000000,29682.408208
32768,304122.668387,211524.000000,302011.556435
65536,566365.206763,228317.000000,529804.259161
