frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,299569.559640,191968.000000,54.405882
4,246968.217741,124894.000000,27.658633
8,374459.438416,193271.000000,138.090550
16,177231.231556,95418.000000,105.981130
32,695547.815790,287913.000000,83823.275473
64,555493.637979,250339.000000,3848.339122
128,704736.974055,308468.000000,3312.843492
256,339211.898497,169141.000000,10846.790539
512,462590.080834,265694.000000,40172.640715
1024,718459.600546,266924.000000,269556.782406
2048,464726.344662,197094.000000,80035.624974
4096,649205.771137,249689.000000,51847.049714
8192,419624.033373,220536.000000,44726.069736
16384,618428.161228,255714.000000,90753.013641
32768,543118.162749,201299.000000,180057.134033
65536,145876.395154,87822.000000,0.000000
