frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,466558.299784,229215.000000,1684.211091
4,230085.705067,112953.000000,49.426713
8,420083.808989,238585.000000,998.948447
16,757062.071660,294456.000000,64.373908
32,430614.484762,287053.000000,12102.324942
64,539448.715582,295984.000000,771.611949
128,491851.500217,271597.000000,1776.461652
256,871684.251408,288494.000000,2039.537693
512,528325.722839,218105.000000,18473.457933
1024,604063.621765,214517.000000,28151.526460
2048,1002336.086601,262285.000000,250862.391265
4096,767285.583364,263193.000000,274540.727949
8192,506056.650706,163211.000000,116087.726009
16384,1487591.507088,212329.000000,762943.485269
32768,524108.903663,92170.000000,513211.137318
65536,100514.430173,28855.000000,0.000000
