frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,138860.923171,80598.000000,412.666936
4,385524.204985,242363.000000,459.523666
8,218973.737450,210838.000000,74.505033
16,290347.676021,225570.000000,155.022579
32,158273.678184,109259.000000,1374.505366
64,420864.219746,237849.000000,139.978570
128,188403.977278,140271.000000,2818.894819
256,308704.473469,247370.000000,490.146917
512,388511.485681,246247.000000,3198.714117
1024,439536.735433,202969.000000,4538.366226
2048,193721.495369,91093.000000,4117.232323
4096,49381.812198,18361.000000,19618.676510
8192,307232.990987,193788.000000,195302.447988
16384,315559.237491,230305.000000,102653.769741
32768,107813.261295,54347.000000,46324.479846
65536,433024.570780,157653.000000,381936.949308
