frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,126656.899800,76889.000000,16.970563
4,186429.421055,171059.000000,336.190422
8,182605.243783,136211.000000,67.282984
16,414954.188253,231437.000000,77.993589
32,244081.873059,114220.000000,840.675919
64,273593.613814,198219.000000,1696.775471
128,147460.217269,113509.000000,2365.653821
256,414369.933869,179804.000000,1696.466917
512,342177.599892,263502.000000,89793.627575
1024,210363.858222,88593.000000,8582.143672
2048,529317.264708,288558.000000,151402.071198
4096,357592.152036,264247.000000,76075.498066
8192,352707.266194,199831.000000,32672.513310
16384,224945.997508,146543.000000,23876.969322
32768,555431.667173,204518.000000,257948.281642
65536,565800.365539,232749.000000,373042.805559
