frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,342045.424793,156667.000000,221.316515
4,285355.967278,224878.000000,39.102430
8,453951.262506,178856.000000,97.092739
16,517604.590888,250614.000000,221.465573
32,714356.610260,298858.000000,28789.631033
64,328079.950480,200595.000000,245.546330
128,554341.478265,265852.000000,1728.092879
256,391048.636048,230215.000000,21832.182621
512,845582.663335,296383.000000,29083.777506
1024,598640.834620,180957.000000,2504.854487
2048,477220.666195,165158.000000,12405.135912
4096,1365882.270941,302390.000000,177864.441691
8192,408598.227442,217889.000000,111280.896379
16384,714483.991667,284938.000000,85980.498812
32768,545091.146125,118972.000000,336766.852831
65536,3280469.489379,255046.000000,2627965.737753
