frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,342669.858523,311636.000000,30.049958
4,158705.473299,127977.000000,65.779936
8,102282.412921,82614.000000,36.400549
16,275346.133189,242168.000000,83.940455
32,312248.328471,261393.000000,467.111336
64,177290.738072,172056.000000,146.112970
128,193573.650358,153299.000000,387.124011
256,310056.126909,255714.000000,4604.555245
512,421213.601326,284735.000000,1647.146320
1024,195627.497109,164123.000000,2897.468378
2048,261576.758230,126576.000000,2091.285251
4096,349284.938706,245903.000000,5712.212006
8192,115157.176094,62181.000000,53080.106754
16384,249606.274156,176205.000000,202613.470149
32768,303205.845234,168971.000000,220896.870557
65536,204904.029145,138603.000000,0.000000
