frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,485045.676058,241053.000000,45.321077
4,449194.597019,291477.000000,85.562842
8,473041.627360,223850.000000,380.089463
16,326316.496410,243950.000000,379.431153
32,518131.656278,260110.000000,302.839892
64,588285.808696,242684.000000,527.990530
128,475944.726573,218820.000000,344.130789
256,610631.649936,283208.000000,84070.053188
512,456062.168180,294428.000000,30133.896661
1024,384912.776175,257836.000000,31735.428325
2048,218267.434937,81204.000000,36388.550562
4096,1138686.457956,285595.000000,662670.014537
8192,347742.329207,166713.000000,67472.921724
16384,830351.786800,213169.000000,501243.988941
32768,497972.971593,127563.000000,324485.172472
65536,683367.304533,268897.000000,601568.974921
